index,user_id,user_location,user_bio,hashtag,tokens,Segmented#
1946,1.02e+18,225HTX,Pharmacy / Mental Health Advocate / 24 / Psalms 23,[],pharmacy mental health advocate psalm,
1948,1.17e+18,"Dallas, TX","I Host #B8 #Freaky #XxX parties in DALLAS #dallasfreaks for #Discreet #bi #DL MEN‼☆MSG 4 invite, KiK:txb8 🍆💦👅 #dick #dfwfreaks #bator #b8r 😈👉🏾@b8DNA🤘🏿💫","['B8', 'Freaky', 'XxX', 'dallasfreaks', 'Discreet', 'bi', 'DL', 'dick', 'dfwfreaks', 'bator', 'b8r']",host party dallas men msg invite kik txb,b 8  freaky  xx x dallasfreaks  discreet bi dl dick dfwfreaks bator b 8 r
1949,15937949.0,"Costa Mesa, CA",UCI ‘20 🐜🍽/USC '21 🐴⚔️ #Angels/#Padres/#Ducks/#LARams/#LAFC/Politics/History *Opinions are my own*,"['Angels', 'Padres', 'Ducks', 'LARams', 'LAFC']",uci usc politics history opinions,angels  padres  ducks la rams lafc
1953,7.98e+17,"Los Angeles, CA","lil lemon head 🍋 feelin 🍑 born and raised in Chicago. U of Iowa Alumni. End gun violence. Justice for my little sister, Janine 💔",[],lemon head feelin bear raise chicago iowa alumni end gun violence justice little sister janine,
1954,1.43e+18,Breaux Bridge,"Easy going , enjoying everything life has out there",[],easy go enjoy life,
1955,1.06e+18,"Bryan, TX",19♐️🤍,[],,
1957,1.12e+18,Sauce Town,the internet’s adopted son || born again weirdo,[],internet adopt son bear weirdo,
1958,29794683.0,"Phoenix, AZ","Everyone is something, I'm something Else. Nuff said.",[],nuff say,
1959,620363261.0,"Illinois, USA",Being Unconditional is holding all the love of the universe in my heart one day at a time. Scammers Beware!,[],unconditional hold love universe heart day time scammers beware,
1960,35554326.0,"Michigan, USA","#Musician #Singer #CMUAlumnus #TeamGOD #Gemini Dipped in music, soaked in blackness✊🏾 Proverbs 3:5-6 #BlackLivesMatter✊🏾","['Musician', 'Singer', 'CMUAlumnus', 'TeamGOD', 'Gemini', 'BlackLivesMatter']",dip music soak blackness proverbs,musician  singer cmu alumnus  team god  gemini  black lives matter
1962,1.26e+18,"California, USA","@fuckvacancy 's bitch ass personal tattoo artist. go listen to their music, pussies.",[],bitch ass personal tattoo artist listen music pussies,
1965,1.41e+18,San Francisco,"#BidenHarris, Clemson🧡🤍💜 Biochemist, Carolina to California, Travel, food & photography📷, No List! #blacklivesmatter http://instagram.com/littleitalyfot…","['BidenHarris', 'blacklivesmatter']",clemson biochemist carolina california travel food photography list,biden harris blacklivesmatter
1968,404943171.0,Out of my mind,i am she as you are he as you are me and we are all together… 🍓,[],,
1969,104947614.0,Bad Gyal Section 🤸🏽‍♀️,34 ♎️ Student-midwife 👩🏽‍⚕️Traveling scientist & doula👩🏽‍🔬🤱🏽Waistline Criminal 💃🏽,[],student midwife travel scientist doula waistline criminal,
1971,2752781789.0,"California, USA",I make hardstyle / rawstyle music @distortioncode 🔥🇸🇻 buy your tickets to see me play on New Year’s Eve below !! 🥵,[],hardstyle rawstyle music buy ticket play new year eve,
1973,112085026.0,"Riverside, CA",he/him. 28. rage against the dying of the light.,[],rage die light,
1975,9.87e+17,"Los Angeles, CA","I been in the workforce for more then
25 years!!! I am a business enterneship.
Store owner and writer!⭐🏬✍️

ALWAYS FINDING WAYS TO BROADING MY LIFE!!!💡",[],workforce years business enterneship store owner writer find ways broading life,
1976,1.13e+18,"Guadalajara, Jalisco",Lucy / 28 / Tapatía viviendo en Califas / I draw and cry a lot / She/Her / ADHD / Bisexual Doe 🏳️‍🌈 ProfilePic by Makowka made in Picrew,[],lucy tapatía viviendo califas draw lot adhd bisexual doe profilepic makowka picrew,
1977,291613506.0,ARIZONA,"#Arizonan, Former #MissArizona #PowerfulLunch #PodCast #Media #Sunsets #FashionWeek Founder/CEO #InfluentialWomeninArizona #whereisChristianne","['Arizonan', 'MissArizona', 'PowerfulLunch', 'PodCast', 'Media', 'Sunsets', 'FashionWeek', 'InfluentialWomeninArizona', 'whereisChristianne']",founder ceo,arizonan  miss arizona  powerful lunch  pod cast  media  sunsets  fashion week  influential womenin arizona whereis christianne
1978,2610625651.0,"Eagle Rock, CA","Real Estate professionals helping tenants, landlord's, buyer's, seller's and investors find the right property.",[],real estate professionals help tenant landlord buyer seller investors right property,
1981,165399426.0,Cleveland Ohio,@blueprint_shop owner former owner of United Sneakers/Restock IG/Snapchat @Hova216 Dreams worth more than money,[],owner owner unite sneakers restock snapchat dream worth money,
1983,2336598277.0,"Los Angeles, CA","Just an American Girl who prefers laughter over cry, love over hate, smart over dumb and Biden over Trump. She/her 🇺🇸🇺🇸🇺🇸",[],american girl prefer laughter love hate smart dumb biden trump,
1986,1.07e+18,"Studio City, Los Angeles",NA Fantasy Writer & Poet ✨📖✨ SAG-AFTRA Actor 🎬 26 🇮🇹♊️🇮🇪 BLM ✊🏽✊🏾✊🏿Protect Trans💙🤍💖 Disney Kid 🏰 WaterBender 🌊 Son of Aphrodite 🕊💕 LA📍,[],fantasy writer poet sag aftra actor blm protect trans disney kid waterbender son aphrodite,
1987,1.25e+18,"Louisiana, USA",just a nigga,[],nigga,
1988,44348316.0,"Stafford Springs, CT","Insurance Agency located in Stafford Springs, Connecticut",[],insurance agency locate stafford spring connecticut,
1990,1475454217.0,georgia,demoned up 👹 acab / all black lives matter ethereal being / HARAM,[],demoned acab black live matter ethereal haram,
1991,56169045.0,The Bay,IG: tamaralo_,[],tamaralo,
1992,1.27e+18,Maine,"Integrity - is someone who earns their money & takes pride in a job well done 
Greed - is someone who takes money without earning it & no regard on its affect",[],integrity earn money take pride job greed take money earn regard affect,
1994,15012173.0,"Oakland, CA (via Phoenix, AZ) ","real progressives are a threat to fake ones. #justicedemocrats #FDR #NotMeUs 
#StephBetter #RootedInOakland #RallyTheValley","['justicedemocrats', 'FDR', 'NotMeUs', 'StephBetter', 'RootedInOakland', 'RallyTheValley']",real progressives threat fake ones,justicedemocrats fdr  not me us  steph better  rooted in oakland  rally the valley
1996,22214351.0,"Artesia, CA",Public Servant. Mayor Pro Tem. Fil-Am Politico. Former State Chair of the @CA_DEM Asian Pacific Islander Caucus. @AssemblyDems Staffer,[],public servant mayor pro tem fil politico state chair asian pacific islander caucus staffer,
1997,2669983818.0,"Alsace, France",皇家午餐肉制造机,[],皇家午餐肉制造机,
2002,1.27e+18,Aincrad: The Floating Castle,Kenny Kliff. Musician. Car enthusiast. All around degenerate. And not in that order! 🇸🇻,[],kenny kliff musician car enthusiast degenerate order,
2004,107222603.0,"Arkansas, the Shoeless Part!","became a controls engineer at age 40, what the hell was I thinking. Sometimes I post about #natgas. will get back in it when work slows. I'm not your advisor.",['natgas'],control engineer age hell think post work slow advisor,nat gas
2005,1.16e+18,"Atlanta, GA",i’m HUNNESIAN ! 🩸#FreeMoe #BHWatts #SlavicOriginalWalker. Young 𝖘 𝖑 𝖆 𝖛 𝖎 𝖈,"['FreeMoe', 'BHWatts', 'SlavicOriginalWalker']",hunnesian young,free moe bh watts  slavic original walker
2009,320490821.0,Canada,"MD forever. On the side, 100%-systematic-trend-following-Boring-trading. No Price Predictions: I happily leave them to the market Prophets and their followers.",[],forever systematic trend follow bore trade price predictions happily leave market prophets followers,
2010,1.2e+18,Kansas City,"Be You. Be Great. Be Grateful ✍️💫
LC'21 🐲🌏  | 
👻: ___holllup",[],great grateful holllup,
2011,33976109.0,"Los Angeles, CA","Voted @latimes Most Handsome Comic. Listen to ‘The Jordan Leer Program’ on Itunes, Spotify, Youtube",[],vote handsome comic listen jordan leer program itunes spotify youtube,
2013,1e+18,Central Virginia,agenda pusher.,[],agenda pusher,
2015,813383558.0,"Jurrasic Park, Ga",231 🖤 #ASU🐏 ✊🏽 #LLAvv #LL13💙 #LLdlo FEARLESS💙🌎 #lLwiZ,"['ASU', 'LLAvv', 'LL13', 'LLdlo', 'lLwiZ']",fearless,asu ll avv ll 13 l ldlo l lwi z
2016,1.15e+18,Made ya look,25|Half Goddess•Half Hell♈️,[],half goddess half hell,
2017,1.42e+18,"Brooklyn, NY",19 she/her 🍀:),[],,
2018,1.45e+18,"Atlanta, GA","Alannuhlien

A I'm back 🐊🐊🐊
reborn
new page 
africologist
world genetic",[],alannuhlien reborn new page africologist world genetic,
2019,379990443.0,San Francisco❤,🐱🐱🐶♥️,[],,
2020,105885010.0,"Bedford Stuyvesant, Brooklyn",Black Woman Stan. Founding Member of the #BYFARArmy. Official DJ For The Sweet Spot. Pokemon Master. SpiderMan Fan. Inspiring One Piece Theorist,['BYFARArmy'],black woman stan found member official sweet spot pokemon master spiderman fan inspire piece theorist,byfar army
2021,14782218.0,Los Angeles via Boston,DotRat.eth ⭑ song trafficker ⭑ extremely 90s person ⭑ @letterstocleo @weareSONALA ♡ TV Toons: #AdaTwistScientist #DocMcStuffins #DCSuperHeroGirls,"['AdaTwistScientist', 'DocMcStuffins', 'DCSuperHeroGirls']",dotrat eth song trafficker extremely person toons,ada twist scientist  doc mc stuffins dc super hero girls
2023,22469799.0,"Tokyo, Japan",Sports journo @japantimes & @jt_sports | he/him | lots of ⚽️ in 🇯🇵 | サッカーを中心に日本のスポーツを世界へ | http://SeeDisclaimer.com | See website below for articles/inquiries,[],sport journo lot website article inquiries,
2026,3009310303.0,at peace,shsu alumna | ALL #blacklivesmatter,['blacklivesmatter'],shsu alumna,black lives matter
2027,21653643.0,"Ballard- Seattle, WA","Seattle transplant, aerospace engineer. I like lemon thyme, amigurumi, luxury yarn, home grown tomatoes, dill pickles, gin, and hummingbirds. She/her",[],seattle transplant aerospace engineer like lemon thyme amigurumi luxury yarn home grow tomatoes dill pickle gin hummingbirds,
2030,7.6e+17,"Phoenix, AZ",♋︎,[],,
2031,83180620.0,"Vancouver, BC","hockey music politics 
going slowly sane.....
passionate about housing and drug reform
decriminalization now. harm reduction. end homelessness
married mama of 2",[],hockey music politics go slowly sane passionate house drug reform harm reduction end homelessness marry mama,
2032,45959595.0,"Las Vegas, NV",President/CEO Next Level MMA and Pro MMA Fighter born raised Oklahoma,[],president ceo level mma pro mma fighter bear raise oklahoma,
2034,7.32e+17,"Savanna, OK","Community Manager for @lootcrate and @kidrobot.
Indie Fanatic. Sometimes Content Creator.
Email: reverendsven.ttv@gmail.com
Views Are My Own",[],community manager indie fanatic content creator email reverendsven ttv com view,
2036,1.23e+18,"Chicago, IL",Bipolar is a journey of 1000 faces. Find my NFTs here: https://opensea.io/bPolarARt,[],bipolar journey face nfts,
2038,1.13e+18,lenape territory (new york),"🚲 lefty urbanist, vacant lots researcher, socialist, queer abolitionist | homes guarantee in our lifetime! | now: @samynemir for AD54 | donate to Samy ⬇️",[],lefty urbanist vacant lot researcher socialist queer abolitionist home guarantee lifetime donate samy,
2039,2491461918.0,United States,"People tell me I talk to much and don't know when to stfu.
I do livestreams and eat.
 My Youtube : http://rb.gy/3a2to9
http://Twitch.tv/burntpopcornTV",[],people tell talk know stfu livestreams eat youtube,
2042,2318616633.0,"Philadelphia, PA",☠︎︎𝔸 𝕄 𝕀 ℝ 𝕒𝕜𝕒 ℝ 𝔼 ℕ ℤ 𝔼 𝕃☠︎︎ | 𝚃𝚑𝚎 𝙼𝚎𝚊𝚗 𝙰𝚛𝚒𝚎𝚜♈︎,[],𝕒𝕜𝕒 𝚃𝚑𝚎 𝙼𝚎𝚊𝚗 𝙰𝚛𝚒𝚎𝚜,
2043,2827266276.0,RUNNIN IT UP,Someone a lotta people hate because i am who they not |IG:yngnapo| YouTube:yngnapo| SoundCloud:yngnapo| #YNGENTERTAINMENT,['YNGENTERTAINMENT'],lotta people hate yngnapo youtube yngnapo soundcloud yngnapo,yngentertainment
2047,2460391800.0,"Hallock, Minnesota","mpls, mn",[],mpls,
2048,8.45e+17,Harlem,coolin,[],coo,
2049,1.05e+18,Capricorn,forever wit fredo💔Lou💔mall 💔mike💔milly💔                                           big woo🩸,[],forever wit fredoloumall mikemilly big woo,
2050,1.41e+18,"Toronto, Ontario","Para Athlete, City of Pickering 2020 Athlete of the year! Guinness World Record 10k Run Participant! Single, Canadian Army Veteran! Sci-Fi Geek.",[],para athlete city pickering athlete year guinness world record run participant single canadian army veteran sci geek,
2051,1.09e+18,ur mom's house,Belmont '24 🧸                                                       Another white boy chasing his dreams,[],belmont white boy chase dream,
2053,324727906.0,Trapsoul World,"29 year old Capricorn,Get Paid Or Die Trying #PRODIGY #L.I.E","['PRODIGY', 'L']",year old capricorn pay die try,prodigy l
2055,3405406767.0,"Charlotte, NC",dancer ♡ model ♡ switch ♡ findom ♡ bisexual ♡ 18+ ♡ backup: @queenXeuphoria ♡ wishlist: https://thrn.co/u/xeuphoriax,[],dancer model switch findom bisexual backup wishlist,
2057,2544457335.0,"Mission, TX",disfrutando de la vida 🌷🤎🌷 || 24 || Romans 12:21,[],disfrutando vida romans,
2058,1.19e+18,"Dallas, TX",Made this for shits and giggles (and for the memes) IG: @boostedzljuan,[],shit giggle memes,
2063,1654633596.0,slightly conceited,"Podcast Connoisseur & Naturalist.i shoot film, throw clay, and science the environment. they/them",[],podcast connoisseur naturalist shoot film throw clay science environment,
2065,1.07e+18,"Orlando, FL",unbothered. unpopular. uncensored.,[],unbothered unpopular uncensored,
2070,323448001.0,VA/DC,"Singer/Songwriter from Virginia.  Musician | Traveler | DC Sports Fan | Sci-fi nerd   Listen to my new EP ""Hear, Listen"" on itunes, spotify and everywhere else!",[],singer songwriter virginia musician traveler sport fan sci nerd listen new hear listen itunes spotify,
2071,29560534.0,"Houston, TX","Southern Texan 🤠 Scorpio ♏ Dog Mom 🐕 Old soul Wanderluster 🌎 Reba's Tweeba ❤ Music lover 🎵
TV 📺 - Movie 🎥 Junkie",[],southern texan scorpio dog mom old soul wanderluster reba tweeba music lover movie junkie,
2072,1.02e+18,"Killeen, TX",20 | TX,[],,
2073,586937730.0,"Cedar City, UT",Black Lives Matter.,[],black live matter,
2074,40943758.0,Yah hoe house,👑E .. Boss Up Or Get Bossed Around ‼️ 💰#StackOrStarve R.I.P Mama 🕊🕊🕊,['StackOrStarve'],boss boss mama,stack or starve
2079,2175315740.0,probably climbing a tree,proud mom of the bubnation💛 the happiest moment of my twitch life was at Tony P’s on April 7th at 8pm only the real bubs know💛,[],proud mom bubnation happiest moment twitch life tony april real bubs know,
2080,9.3e+17,"San Antonio, TX",👉🏼👈🏼 🥺 I wanna be your savage goodboi 🥺 👉🏼👈🏼,[],wanna savage goodboi,
2082,1.24e+18,"Vancouver, British Columbia","http://mackymaximilian.ca /
http://youtube.com/mackymaximilian /
http://instagram.com/mackymaximaxine/",[],,
2084,1.43e+18,Your momz house,Virgo in the 661 baby😘♍️ sc: lalocaaa661,[],virgo baby lalocaaa,
2086,97721389.0,"Stockton, CA","University of the Pacific Athletics Play-By-Play, Public Address Announcer. Owner of Blu Bootz Entertainment LLC. ΦΒΣ 1914",[],university pacific athletics play play public address announcer owner blu bootz entertainment llc φβς,
2087,1.28e+18,"Killeen , Tx","Bitch My Name T’Amiyah Alizee! 🧚🏽‍♀️ …. ain’t one of them I like Big Dick Niggas , A1 Creamy Pussy A1",[],bitch amiyah alizee ain like big dick niggas creamy pussy,
2090,4700641488.0,"Granada Hills, Los Angeles","certified yoga teacher (500 Ryt),Advanced Reiki Practitioner& Urban Zen Integrative Therapist.",[],certify yoga teacher ryt advance reiki practitioner urban zen integrative therapist,
2091,560037942.0,"Raytown, MO (Suburb of KCMO)","Fan of the tv shows The Golden Girls, Full House, Roseanne, Home Improvement,Reba,Last Man Standing, Friday Night Lights, Nashville ,Fuller House, & 9-1-1",[],fan show golden girls house roseanne home improvement reba man stand friday night light nashville fuller house,
2092,20239153.0,"Hollywood, California","CEO Phantom ⚫️ Former producer: Tribune, KTLA, Dr Phil ⚫️ Accidentally won an Emmy ⚫️ insta/Snap @darwynstheory ⚫️ Volunteer w/ me @miraclemessages",[],ceo phantom producer tribune ktla phil accidentally win emmy insta snap volunteer,
2096,8.69e+17,"Las Vegas, NV","Las Vegas Tribune News
Music and Entertainment
Music, News and Lifestyle!
Let's Talk about It!",[],las vegas tribune news music entertainment music news lifestyle let talk,
2098,932126024.0,Dubai / Ruwais,"Half 🇦🇪/🇪🇬. Chemical Engineer, Borouge. I love memes and animals(especially BIRBS❤️). Tech nerd and big time OP fan.",[],half chemical engineer borouge love memes animals especially birbs tech nerd big time fan,
2100,29060882.0,"Las Vegas, NV","$jayy1dayy
#Freak #IamPolyamorous #OpenRelationship #VerseBottom #Poly #Verse HIT ME UP SOMETIME...LOOKING TO MAKE SOME NEW freak FRIENDS!","['Freak', 'IamPolyamorous', 'OpenRelationship', 'VerseBottom', 'Poly', 'Verse']",jayydayy hit look new freak friends,freak  iam polyamorous  open relationship  verse bottom  poly  verse
2101,1.43e+18,Utah,Leverage ETH Trader | PHUNKER | #MOONCAT LOVER | @notlarvalabs Instagram: http://instagram.com/sterfrygalli/,['MOONCAT'],leverage eth trader phunker lover instagram,mooncat
2103,32926343.0,mechanicsburg,Bluejackets Ohio State and Bengals fan my wishlist:  https://www.amazon.com/hz/wishlist/dl/invite/8T2yism?ref_=wl_share  #sandyhookhoax  #thinkforyourself,"['sandyhookhoax', 'thinkforyourself']",bluejackets ohio state bengals fan wishlist,sandy hook hoax   think for yourself
2107,8.18e+17,Tongva Land,"Son of immigrants, attorney, advocate • Fighting to give Los Angeles the transformative representation we deserve. Let’s bring big ideas to Congress, together.",[],son immigrants attorney advocate fight los angeles transformative representation deserve let bring big ideas congress,
2111,1.2e+18,"Houston, TX",6”2HOTTIE 18+ Houston Hottie Available for Bookings🚨 $65 FaceTime shows🎥Backup account: @Amberleaksss COLLAB FEE: $500 UNBLOCK FEE:$50,[],hottie houston hottie available book facetime showsbackup account collab fee unblock fee,
2113,459283952.0,Charlestown,"Journalist och realist. Lever hockey på vintern, glider runt på långbräda på sommaren. Avdankad PT. Grundare av FBKPodden. Färjestad, Sharks, Bears, Spurs x2.",[],journalist och realist lever hockey vintern glider runt långbräda sommaren avdankad grundare fbkpodden färjestad shark bear spur,
2114,871026380.0,"Dhaka , Bangladesh","Member #10th parliament, Bangladesh#chairman Khaled Musharrof Trust  #PGA#PNND#Caucus on Migration & development","['10th', 'chairman', 'PGA', 'PNND', 'Caucus']",member parliament bangladesh khaled musharrof trust migration development, 10 th chairman pga pnnd  caucus
2116,379968878.0,"Orange, New Jersey","27 ♓️ - ☀️.. HIV counselor and sexual health educator, INFP #WPUNJ18 IG: vicesvirtues",['WPUNJ18'],hiv counselor sexual health educator infp vicesvirtues,wpunj 18
2117,2187565723.0,"Baltimore, MD",-COMMISSIONS OPEN- Voice Actor | Graphic Designer | #DBFZ S. Broly Main | #GenshinImpact Noelle Main & Yae Miko Simp | Redhead obsessive | Banner by @LunarXSol,"['DBFZ', 'GenshinImpact']",commission open voice actor graphic designer broly main noelle main yae miko simp redhead obsessive banner,dbfz  genshin impact
2119,767209483.0,"Anaheim, CA",I'm #41! #Gay🌈 #Gemini♊ #DJ /Rest in peace #Mom❤ I Love & Miss You /#Snapchat - IAmBlaneJeremy /#Instagram - IAmBlaneJeremy /#JanetJackson Fan /#80s Fan🎶,"['41', 'Gay', 'Gemini', 'DJ', 'Mom', 'Snapchat', 'Instagram', 'JanetJackson', '80s']",rest peace love miss iamblanejeremy iamblanejeremy fan fan, 41  gay  gemini dj  mom  snapchat  instagram  janet jackson  80 s
2120,175266680.0,"Ontario, Canada","Writer. Copy editor, Auxiliary Magazine. He/him demisexual #bi cis. Stutters. #ActuallyAutistic. Six self-published fantasy works available.","['bi', 'ActuallyAutistic']",writer copy editor auxiliary magazine demisexual cis stutter self publish fantasy work available,bi  actually autistic
2121,9.16e+17,Connecticut,50 single man from Connecticut Top Male interested let's talk. #gastricsleeve 10/24/19 lost 132lbs 💖,['gastricsleeve'],single man connecticut male interest let talk lose lbs,gastric sleeve
2124,16442115.0,Las Vegas,"Senior editor, @lasvegasweekly. Co-producer, @lvmovietours. Daydreams at night.",[],senior editor producer daydream night,
2125,8.05e+17,"San Diego, CA",outspoken and Disliked by most! it’s okay Kus I dislike most anyways,[],outspoken dislike okay kus dislike anyways,
2126,13223982.0,"Idaho Falls, ID","Weird, artistic and creative describe Garth.
The food stands out with Garth.
He would like to be a computer programmer.
@adobe",[],weird artistic creative garth food stand garth like programmer,
2127,40608259.0,"Sacramento, CA, USA","Buying a new 🅃🄴🅂🄻🄰 Model S,3,X,Y? Get 1,000 FREE Supercharging miles with our referral code (link is also in Bio): http://geni.us/tsla",[],buy new model free supercharge miles referral code link bio,
2128,1.31e+18,"Cleveland, OH","Sexy, sexual goodness 😌 that loves to please, squirt and make money 🤑 show me some love 💕🌈 PAID SHOOTS ONLY #content #getsluty #contentcreator","['content', 'getsluty', 'contentcreator']",sexy sexual goodness love squirt money love pay shoot,content  getsluty  content creator
2129,2766543847.0,"Dearborn, MI",Solving all of the world’s problems - one re-tweet at a time.,[],solve world problems tweet time,
2130,9.42e+17,Tucson AZ,just trying to get through life one day at a time,[],try life day time,
2131,558190717.0,"Phoenix, AZ",Live Más.,[],live más,
2132,2447950459.0,"oxnard, california",sac state ‘22 // ΔΕΜ // give yourself the love you never received🤍,[],sac state δεμ love receive,
2134,2810631335.0,"Boston, MA",21 • AP ‘20 QU ‘24 • Founder @ORLReapers • Vice President @LitecoinGaming • “They say hard work pays off”,[],founder vice president hard work pay,
2140,144882638.0,"Seattle, WA",Podcast Host. Journalist. Chief #SuperVillain #SWBDTPod #WildTimes,"['SuperVillain', 'SWBDTPod', 'WildTimes']",podcast host journalist chief,super villain swbdt pod  wild times
2142,1470384468.0,"Spokanistan, WA","UW Alum in hydroelectric power operations, Xennial, Proud husband & dad. I think, therefore I am...not a Republican.",[],alum hydroelectric power operations xennial proud husband dad think republican,
2147,417758554.0,The Lair of Judas Beast,"Native American, Sisseton Whapeton Oyate (Sioux). US Navy Veteran🇺🇸⚓️ Dad to 2 Bad Ass German Shepherd Dogs Luther and Judas. GO COWBOYS🏈GO KRAKEN🏒",[],native american sisseton whapeton oyate sioux navy veteran dad bad ass german shepherd dog luther judas cowboysgo kraken,
2148,1.27e+18,"Atlanta, GA","Read my pinned tweets before messaging on Twitter DM or Instagram DM! I'm COVID vaxxed,STD/HIV free, is 35,single,is in Atlanta,GA, & here for meetups only!",[],read pin tweet message twitter instagram covid vaxxed std hiv free single atlanta meetups,
2151,1.43e+18,Somewhere having fun,upcoming content creator,[],upcoming content creator,
2156,1463743201.0,Jacksonville Florida,"26, traveling and helping some people along the way. “The Manager”",[],travel help people way manager,
2159,44615640.0,"sommerville, philly",CypberViking #Amptoken $amp #flexa #nbl #nobilitytoken #nobleknight,"['Amptoken', 'flexa', 'nbl', 'nobilitytoken', 'nobleknight']",cypberviking amp,amptoken flexa nbl nobilitytoken nobleknight
2162,25748469.0,"Clanton,Alabama","He/him.  Gaming,Movies,The Beach.",[],game movies beach,
2163,1.22e+18,"Houston, TX",driving in the fast lane to the next rave or festival. #illenial #headbanger #railbreaker #codexliones,"['illenial', 'headbanger', 'railbreaker', 'codexliones']",drive fast lane rave festival,illenial  headbanger  railbreaker codexli ones
2165,34929855.0,"Green Bay, WI","Syndication of National Weather Service Office Green Bay, WI. Unmonitored, contact @akrherz who developed this.",[],syndication national weather service office green bay unmonitored contact develop,
2166,3063945633.0," 🌄Great Smoky Mountains, USA","American by the grace of God & the indomitable will of the American soldier.  
Be fearless in the pursuit of that which sets your soul on fire.",[],american grace god indomitable american soldier fearless pursuit set soul,
2172,16797699.0,stolen land of Ohlone,🌱 Let's name mass shootings after politicans opposing gun safety laws instead of the heartbroken towns they happen in.  #BLM #stopAsianHate 🌈 🌊,"['BLM', 'stopAsianHate']",let mass shoot politicans oppose gun safety laws instead heartbroken towns happen,blm stop asian hate
2173,39179091.0,moving in silence,now im all alone in the game ....... just like scarface,[],game like scarface,
2175,24968741.0,"Palm Springs / Los Angeles, CA","Professional photographer specializing in event, real estate, and portrait shoots, and screenwriting partner with husband Daniel Vaillancourt.",[],professional photographer specialize event real estate portrait shoot screenwriting partner husband daniel vaillancourt,
2177,24043024.0,"Los Angeles, CA","Creator, Music, Television, Film. VO's, Content Manager. Owner of http://www.TheBPMStation.com & http://www.BPMSession.com Podcast Host. Il Padrino.",[],creator music television film content manager owner podcast host padrino,
2179,2574924811.0,"Gulf Breeze, FL","if ya can’t be good, be gorgeous!",[],good gorgeous,
2182,700014511.0,"Newark, NJ",Newsradio WCBS 880 Weekday Overnight Anchor **please don't disclaim my disclaimer to claim my tweets as personal claims. CBS stakes no claim.**,[],newsradio wcbs weekday overnight anchor disclaim disclaimer claim tweet personal claim cbs stake claim,
2184,1250831569.0,"Seattle, WA","@Mariners @BeaverFootball @BeaverMBB @Seahawks. Cyclist. Aspie. Steaming boatload of toad vomit stuck in the Suez Canal. Have lived in SEA, NYC, STL.",[],cyclist aspie steam boatload toad vomit stick suez canal live sea nyc stl,
2185,8.48e+17,United States,We're the largest provider of renal care products and services in the nation. Come be a vital part of our team!,[],largest provider renal care products service nation come vital team,
2188,1.01e+18,Texas,𝖈𝖍𝖚𝖇𝖇𝖘♡ 21.,[],𝖈𝖍𝖚𝖇𝖇𝖘,
2189,8.28e+17,United States,"Public health-animal-civil rights- LGBTQIA-loving, Texas A&M/Texas State alum, retired epidemiologist.
#GigEm #EatEmUpCats
No #MAGAts, Lists, MTG fans, period!","['GigEm', 'EatEmUpCats', 'MAGAts']",public health animal civil right lgbtqia love texas texas state alum retire epidemiologist list mtg fan period,gig em  eat em up cats mag ats
2191,1e+18,"California, USA","Sasha Banks // BTS, ReVeluv, BLACKPINK, SHINee, kpop - she/her 26'",[],sasha bank bts reveluv blackpink shinee kpop,
2192,387513925.0,bay area,22 ♋︎ | ChicoState Alum🐾😼 | Tony👼🏽 | I make strawberries 🍓 🤍 IG @ sammis.sprinkles,[],chicostate alum tony strawberries sammis sprinkle,
2197,4579290195.0,"Newburgh, NY",I just be posted anywhere,[],post,
2202,1.44e+18,Katy Texas 77449,I was turned out when I was 12 by school janitor black man with 13,[],turn school janitor black man,
2204,1.29e+18,Bradys Run Park,#CJ2K is a new & innovative 5-on-5 Basketball League featuring WPIAL & PIAA prospects competing outdoors at Brady's Run Courts. #WEGOTNEXT 🏀🍿💦🔥🧯🎥📸,"['CJ2K', 'WEGOTNEXT']",new innovative basketball league feature wpial piaa prospect compete outdoors brady run court,cj 2 k wegotnext
2206,246291723.0,"Portland, ME",🅽🩺🆁🆂🅴 🇺🇸🇵🇭~Excellence in obscurity is better than mediocrity in the spotlight. |Matshona Dhliwayo,[],excellence obscurity better mediocrity spotlight matshona dhliwayo,
2207,1.1e+18,"Richland, WA","#Pediatrician - Special Interest in #ADD/#ADHD, #OppositionalDefiantDisorder, #MoodDisorder and #BehavioralProblems Call to schedule appt: (509) 420-0423","['Pediatrician', 'ADD', 'ADHD', 'OppositionalDefiantDisorder', 'MoodDisorder', 'BehavioralProblems']",special schedule appt,pediatrician add adhd  oppositional defiant disorder  mood disorder  behavioral problems
2208,251731251.0,"Toledo, OH",MUA. Follow me on IG: onlyon__camera,[],mua follow onlyon camera,
2210,40040684.0,"ÜT: 28.710084,-81.506893","My work life includes Microbes and Turfgrass. But my real loves?  My GSD, Liverpool FC & OCSC ! #YNWA #lionsneverhuntalone","['YNWA', 'lionsneverhuntalone']",work life include microbes turfgrass real love gsd liverpool ocsc,ynwa lionsneverhuntalone
2212,90974773.0,"Woodstock, NB, Canada","Cape Bretoner (Glace Bay) Trekkie, husband, son, uncle, engineer, movie maniac, traveler, curler. Screaming Firehawk, Richmond til we die. Opinions are my own.",[],cape bretoner glace bay trekkie husband son uncle engineer movie maniac traveler curler scream firehawk richmond til die opinions,
